dagi_id;navn;nummer;afstemningssted_navn;kommune_id;opstillingskreds_nummer;opstillingskreds_dagi_id;afstemningssted_adresse;kommune_navn;kommune_dagi_id;største_parti;pop_up
704986;Hundslund;8;Kirkehuset i Hundslund;727;70;403585;Landevejen 5, 8350 Hundslund;Odder;389189;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Kirkehuset i Hundslund<br>"
703392;Hou, Gosmer - Halling;5;Hou Hallen;727;70;403585;Skolegade 65, Hou, 8300 Odder;Odder;389189;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Hou Hallen<br>"
701640;Torrild;2;Torrild Forsamlingshus;727;70;403585;Bygaden 5, Torrild, 8300 Odder;Odder;389189;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Torrild Forsamlingshus<br>"
709406;Odder;1;Spektrum Odder;727;70;403585;Parkvej 5, 8300 Odder;Odder;389189;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Spektrum Odder<br>"
711964;Alrø;9;Alrø Forsamlingshus;727;70;403585;Alrøvej 357, Alrø, 8300 Odder;Odder;389189;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Alrø Forsamlingshus<br>"
701632;Saksild - Nølev;3;Saksild Skole, Kulturhuset;727;70;403585;Rudevej 100, Saksild, 8300 Odder;Odder;389189;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Saksild Skole, Kulturhuset<br>"
709400;Randlev - Bjerager;4;Eriksminde Efterskole;727;70;403585;Eriksmindevej 40, Bjerager, 8300 Odder;Odder;389189;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Eriksminde Efterskole<br>"
704968;Gylling;6;Gylling Skole - Gymnastiksalen;727;70;403585;Gylling Skolegade 13, Gylling, 8300 Odder;Odder;389189;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Gylling Skole - Gymnastiksalen<br>"
706210;Ørting-Falling;7;Ørting Sognehus;727;70;403585;Bilsbækvej 34, Ørting, 8300 Odder;Odder;389189;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Ørting Sognehus<br>"
710838;Tunø;10;Ølykkecentret;727;70;403585;Tunø Hovedgade 3D, 8799 Tunø;Odder;389189;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst på valgstedet Ølykkecentret<br>"
