dagi_id;navn;nummer;afstemningssted_navn;kommune_id;opstillingskreds_nummer;opstillingskreds_dagi_id;afstemningssted_adresse;kommune_navn;kommune_dagi_id;største_parti;pop_up
706260;Sonnerup;4;Gymnastiksalen v/ Firkløverskolen;350;34;403633;Skolevang 1, Kirke Sonnerup, 4060 Kirke Såby;Lejre;389146;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Gymnastiksalen v/ Firkløverskolen<br>"
710890;Lejre;11;Kulturhuset Domus Felix;350;34;403633;Bygaden 20, Lejre, 4320 Lejre;Lejre;389146;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Kulturhuset Domus Felix<br>"
707762;Hvalsø;6;Hvalsø Hallerne;350;34;403633;Skolevej 3, 4330 Hvalsø;Lejre;389146;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Hvalsø Hallerne<br>"
707756;Rye;2;Multisalen Bramsnæsvighallen;350;34;403633;Elverdamsvej 206, Ejby, 4070 Kirke Hyllinge;Lejre;389146;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Multisalen Bramsnæsvighallen<br>"
703454;Sæby-Gershøj;3;Multisalen v/Sofiehøj Friskole;350;34;403633;Hornsherredvej 446B, Sæby, 4070 Kirke Hyllinge;Lejre;389146;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Multisalen v/Sofiehøj Friskole<br>"
706216;Gevninge;9;Fælleshuset Nødager;350;34;403633;Nødager 30A, Gevninge, 4000 Roskilde;Lejre;389146;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Fælleshuset Nødager<br>"
712008;Kr.Såby;8;Kirke Såby Forsamlingshus;350;34;403633;Fanøvej 1, 4060 Kirke Såby;Lejre;389146;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Kirke Såby Forsamlingshus<br>"
712044;Glim;5;Øm Børne- og Kulturhus;350;34;403633;Klostergårdsvej 4, Øm, 4000 Roskilde;Lejre;389146;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Øm Børne- og Kulturhus<br>"
703440;Hyllinge-Lyndby;1;Karleby Forsamlingshus;350;34;403633;Karlebyvej 177, Store Karleby, 4070 Kirke Hyllinge;Lejre;389146;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Karleby Forsamlingshus<br>"
703434;Osted;12;Osted Skole - Gymnastiksalen;350;34;403633;Langetoften 25, Osted, 4320 Lejre;Lejre;389146;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Osted Skole - Gymnastiksalen<br>"
