dagi_id;navn;nummer;afstemningssted_navn;kommune_id;opstillingskreds_nummer;opstillingskreds_dagi_id;afstemningssted_adresse;kommune_navn;kommune_dagi_id;største_parti;pop_up
709602;Skærbæk;61;Skærbækcentret, Hal 1;550;51;403619;Storegade 46, 6780 Skærbæk;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Skærbækcentret, Hal 1<br>"
711066;Arrild;18;Arrild Medborgerhus;550;51;403619;Arrild Ferieby 7, 6520 Toftlund;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Arrild Medborgerhus<br>"
701794;Abild;27;Ungdomsskolen;550;51;403619;Ribelandevej 62, Abild, 6270 Tønder;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Ungdomsskolen<br>"
703566;Bedsted;15;Bedsted Friskole;550;51;403619;Syrenvej 3A, Bedsted, 6240 Løgumkloster;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Bedsted Friskole<br>"
707840;Hostrup;29;Jejsing Forsamlingshus;550;51;403619;Møllevænget 12, Jejsing, 6270 Tønder;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Jejsing Forsamlingshus<br>"
707858;Sdr. Sejerslev;7;Emmerlev Sogns Forsamlingshus;550;51;403619;Sejerslevvej 3, S Sejerslev, 6280 Højer;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Emmerlev Sogns Forsamlingshus<br>"
712106;Bredebro;1;Bredebro Forsamlingshus;550;51;403619;Jepsensvej 1, 6261 Bredebro;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Bredebro Forsamlingshus<br>"
711084;Nr. Løgum;14;Konfirmandstuen v/Præstegården;550;51;403619;Nørregade 7, Løgumgårde, 6240 Løgumkloster;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Konfirmandstuen v/Præstegården<br>"
701806;Agerskov;17;Agerskov Hallen, Cafeteriet;550;51;403619;Nørregade 17B, 6534 Agerskov;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Agerskov Hallen, Cafeteriet<br>"
706374;Højer;4;Højer Hus;550;51;403619;Ballumvej 10, 6280 Højer;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Højer Hus<br>"
709616;Døstrup;21;Forsamlingshuset i Døstrup;550;51;403619;Landevejen 18, Døstrup, 6780 Skærbæk;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Forsamlingshuset i Døstrup<br>"
706368;Møgeltønder;8;Møgeltønderhus;550;51;403619;Højervej 31, Møgeltønder, 6270 Tønder;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Møgeltønderhus<br>"
705136;Tønder;25;Tønderhallerne, Hal 4;550;51;403619;Sønderlandevej 4, 6270 Tønder;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Tønderhallerne, Hal 4<br>"
703560;Ballum;2;Ballum Multihus;550;51;403619;Vestervej 10B, Ballum, 6261 Bredebro;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Ballum Multihus<br>"
709676;Øster Højst;16;Øster Højst Forsamlingshus;550;51;403619;Kløvervej 10, Øster Højst, 6240 Løgumkloster;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Øster Højst Forsamlingshus<br>"
705162;Vodder;71;Vodder Idrætscenter;550;51;403619;Sportsvej 3, Frifelt, 6780 Skærbæk;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Vodder Idrætscenter<br>"
701800;Toftlund;23;Manufakturen, Toftlund Musik og Teaterhus;550;51;403619;Søren Jensens Vej 2, 6520 Toftlund;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Manufakturen, Toftlund Musik og Teaterhus<br>"
709622;Branderup;19;Branderup Forsamlingshus;550;51;403619;Sandbjergvej 36, 6535 Branderup J;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Branderup Forsamlingshus<br>"
701834;Løgumkloster;12;Klosterhallerne (Multihallen);550;51;403619;Idrætsvej 3, 6240 Løgumkloster;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Klosterhallerne (Multihallen)<br>"
705128;Rømø;51;Havneby Kro;550;51;403619;Skansen 3, Havneby, 6792 Rømø;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Havneby Kro<br>"
711072;Visby;3;Visby Forsamlingshus;550;51;403619;Parkvej 1, Visby, 6261 Bredebro;Tønder;389168;;"<b style='color:#494949; font-size:1.5em;margin-bottom: 10px'>nan</b><br> blev størst i Visby Forsamlingshus<br>"
